mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_criterion,param_max_depth,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
0.005597734451293945,0.0010250907063562324,0.003993082046508789,0.0020021027261601107,gini,4,"{'criterion': 'gini', 'max_depth': 4}",-1.1027289853054474,-0.867189684023145,-1.0424613187252063,-1.2694519915129312,-0.8526055536242205,-1.0268875066381902,0.1553767012947927,1
0.006200647354125977,0.005418493942123029,0.0036020278930664062,0.0017423763324223534,gini,5,"{'criterion': 'gini', 'max_depth': 5}",-1.6428728652472193,-1.23413928024493,-1.420365702366139,-1.6461716888271045,-1.2315085267602528,-1.4350116126891292,0.18426751242850772,3
0.003200674057006836,0.00039940256100611557,0.003000640869140625,0.0006324909706738489,gini,6,"{'criterion': 'gini', 'max_depth': 6}",-1.6401024948792289,-1.236397379099049,-2.905920282416978,-2.056599275476239,-1.42457005525944,-1.8527178974261873,0.5931559230976552,6
0.007999944686889648,0.009033630628946951,0.0034011363983154296,0.001023074593046956,gini,7,"{'criterion': 'gini', 'max_depth': 7}",-2.0020801271642803,-1.7934569613751359,-4.601293654080575,-2.8062116577027036,-1.618911582109005,-2.56439079648634,1.096532151098841,8
0.00479283332824707,0.0017186338711053923,0.011138200759887695,0.015799579013959737,gini,8,"{'criterion': 'gini', 'max_depth': 8}",-3.9000821321783556,-1.974931862037663,-4.566364113814602,-4.107656996917346,-2.7442542850959306,-3.45865787800878,0.9544510168041812,10
0.0038005352020263673,0.00040192712964014373,0.0032012939453125,0.0007488900768313855,gini,9,"{'criterion': 'gini', 'max_depth': 9}",-4.2479503119654956,-3.6812604014585495,-4.718072098839128,-4.855937633743079,-3.5298795299392913,-4.206619995189109,0.532707275186185,13
0.00359954833984375,0.0004894176452393894,0.003001546859741211,0.0006364124705400735,gini,10,"{'criterion': 'gini', 'max_depth': 10}",-5.160387838185571,-4.256312843178172,-5.486813697014972,-5.774250145787986,-4.989475615229526,-5.133448027879245,0.515036812599677,14
0.003642559051513672,0.0011901064630209532,0.014801836013793946,0.023605597050906545,entropy,4,"{'criterion': 'entropy', 'max_depth': 4}",-1.2694054218134883,-1.053237423633889,-1.4124582653760915,-1.2442991994727015,-0.8526055536242205,-1.1664011727840782,0.19416271290882509,2
0.01639385223388672,0.015631113892176942,0.0038408756256103514,0.0011434156098298006,entropy,5,"{'criterion': 'entropy', 'max_depth': 5}",-1.6370985982309076,-1.2304366229363608,-2.3605626588445743,-1.2552953441024937,-1.2315085267602528,-1.542980350174918,0.43698055265722086,4
0.004198312759399414,0.0014722940263118146,0.01020355224609375,0.01244664062945364,entropy,6,"{'criterion': 'entropy', 'max_depth': 6}",-1.6431731599936452,-1.2375781479834278,-2.725356896903852,-1.6355255953266352,-1.4357019686564452,-1.7354671537728013,0.5169411626562905,5
0.0033992767333984376,0.0004887970373869255,0.015402603149414062,0.023802364200942342,entropy,7,"{'criterion': 'entropy', 'max_depth': 7}",-2.211400140019631,-1.4021398879348697,-3.660482645790142,-2.044992049041088,-1.6027984281003478,-2.184362630177216,0.7936214243499536,7
0.003597116470336914,0.0004844673646709817,0.003203868865966797,0.0007529928203000683,entropy,8,"{'criterion': 'entropy', 'max_depth': 8}",-4.260319800392168,-1.5961744122634092,-4.201321504423468,-2.793301463464546,-1.9748753470875031,-2.9651985055262187,1.1036172122580934,9
0.0035930633544921874,0.0004844481453439854,0.0034054279327392577,0.0017484614473717269,entropy,9,"{'criterion': 'entropy', 'max_depth': 9}",-4.579004821134411,-2.1392913708175487,-4.176625985118805,-4.2801628818759845,-2.3465514953097855,-3.504327310851307,1.0404427950093167,11
0.0039997100830078125,1.6926040028857087e-06,0.0028021812438964845,0.0003998525204787621,entropy,10,"{'criterion': 'entropy', 'max_depth': 10}",-4.946947341303776,-3.096951515253794,-4.530368832666478,-5.173675811400381,-2.3567604390463637,-4.020940787934159,1.1017309575047474,12
