mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_criterion,param_max_depth,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
0.003800630569458008,0.0011662623645349694,0.003401374816894531,0.0013566990282792095,gini,4,"{'criterion': 'gini', 'max_depth': 4}",-1.1027289853054474,-0.8717200204265881,-1.0424613187252063,-1.2694519915129312,-0.8526055536242205,-1.0277935739188788,0.15445325892703704,1
0.00579981803894043,0.0027863489723457236,0.0024011611938476564,0.0004899463026909654,gini,5,"{'criterion': 'gini', 'max_depth': 5}",-1.449914340150343,-1.23413928024493,-1.8017524161564487,-1.6461716888271045,-1.4193904843723808,-1.5102736419502414,0.19574541339055299,3
0.004000234603881836,0.0020969434556035956,0.0031994342803955077,0.0014688873855700972,gini,6,"{'criterion': 'gini', 'max_depth': 6}",-1.4471439697823525,-1.236397379099049,-2.905920282416978,-2.2488953277625754,-1.42457005525944,-1.852585402864079,0.631481353506453,6
0.003801584243774414,0.000980056845335749,0.003199911117553711,0.0009812534879159278,gini,7,"{'criterion': 'gini', 'max_depth': 7}",-2.1950386522611565,-1.4126588538175515,-4.601293654080575,-3.189854605645235,-1.6075632186666566,-2.6012817968942348,1.175738064891265,8
0.004199552536010742,0.001939167756359591,0.0032001495361328124,0.0009800851791469066,gini,8,"{'criterion': 'gini', 'max_depth': 8}",-3.713261105900855,-2.3553617959187148,-4.759318171886729,-4.107656996917346,-2.0029008229768865,-3.387699778720106,1.0477648065119334,10
0.005200338363647461,0.002226859054737268,0.002799654006958008,0.0003994227131679735,gini,9,"{'criterion': 'gini', 'max_depth': 9}",-4.619972464771602,-3.2965899632833113,-4.911026156911254,-4.672993405107981,-3.1316919491315374,-4.126454787841137,0.7531328067595152,12
0.003599214553833008,0.00048826887256610567,0.0024004459381103517,0.0004885801689288195,gini,10,"{'criterion': 'gini', 'max_depth': 10}",-5.522582004091143,-4.047925609763105,-5.100901113845968,-6.133347565477769,-4.789527348380498,-5.118856728311696,0.699694142072028,14
0.0034003257751464844,0.0008000159775155883,0.0023990631103515624,0.0004895140825570934,entropy,4,"{'criterion': 'entropy', 'max_depth': 4}",-1.2632679229941133,-1.0487070872304458,-1.4124582653760915,-1.2442991994727015,-0.863249781289528,-1.166396451272576,0.19065572454085603,2
0.0030004501342773436,2.0252953130336096e-06,0.002600240707397461,0.0004912847802900496,entropy,5,"{'criterion': 'entropy', 'max_depth': 5}",-1.6370985982309076,-1.2304366229363608,-2.5453402586182565,-1.2552953441024937,-1.4193904843723808,-1.6175122616520798,0.48611301167807036,4
0.0033997535705566407,0.0004897663741596083,0.003200197219848633,0.0009805136360231555,entropy,6,"{'criterion': 'entropy', 'max_depth': 6}",-1.643177627018395,-1.2375781479834278,-2.725356896903852,-1.6355255953266352,-1.4357019686564452,-1.7354680471777513,0.516941003152012,5
0.004800081253051758,0.0018330747418878373,0.0030001163482666015,0.0006331661803532315,entropy,7,"{'criterion': 'entropy', 'max_depth': 7}",-2.3948483142853783,-1.5930065394167965,-3.660482645790142,-2.2372881013274246,-1.6044011234915296,-2.298005344862254,0.7546548444839812,7
0.0033994674682617187,0.0004901937612491778,0.0024016380310058595,0.0004905252701325984,entropy,8,"{'criterion': 'entropy', 'max_depth': 8}",-4.261241571314522,-1.5961744122634092,-4.201321504423468,-3.176944411407077,-1.7857891526082805,-3.0042942104033514,1.1410657338140646,9
0.0038005828857421873,0.0011668664687808038,0.003599691390991211,0.0011995796606280925,entropy,9,"{'criterion': 'entropy', 'max_depth': 9}",-4.964912149940009,-1.7657591917351385,-4.178891153320526,-3.701296240634855,-2.3465514953097855,-3.391482046188063,1.1769906443228904,11
0.0033991336822509766,0.0007997755553721572,0.003007936477661133,9.751757073336957e-06,entropy,10,"{'criterion': 'entropy', 'max_depth': 10}",-5.129583289888069,-3.2827539853480894,-4.530368832666478,-5.5495785651323555,-2.3567604390463637,-4.169809022416272,1.1856598008470478,13
