mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_criterion,param_max_depth,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
0.003200674057006836,0.0003999966514036612,0.003200244903564453,0.00097797344026368,gini,4,"{'criterion': 'gini', 'max_depth': 4}",-1.2895500115829488,-0.867189684023145,-1.0424613187252063,-1.2694519915129312,-0.8526055536242205,-1.0642517118936905,0.18813231459363897,1
0.003601741790771484,0.000489753881052756,0.003998422622680664,0.003033905385521767,gini,5,"{'criterion': 'gini', 'max_depth': 5}",-1.6428728652472193,-1.23413928024493,-1.8017524161564487,-1.6461716888271045,-1.4193904843723808,-1.5488653469696168,0.19903469272509788,3
0.0035999774932861327,0.0007996448050894786,0.0029996395111083984,0.0006322592554116299,gini,6,"{'criterion': 'gini', 'max_depth': 6}",-1.6401024948792289,-1.42901817716045,-2.905920282416978,-2.2488953277625754,-1.4354397845974305,-1.9318752133633326,0.5716135412191993,6
0.011005783081054687,0.013080939821256944,0.004393243789672851,0.002717796376908246,gini,7,"{'criterion': 'gini', 'max_depth': 7}",-2.0106110560993047,-1.6043707668959128,-4.601293654080575,-2.99916571577483,-1.6056829608153633,-2.564224830733197,1.1388971434022988,8
0.0035970211029052734,0.0004925296917850109,0.0032000064849853514,0.0011666783081296806,gini,8,"{'criterion': 'gini', 'max_depth': 8}",-4.07872408024532,-1.974931862037663,-4.566364113814602,-4.300615522014223,-2.384936608503487,-3.461114437323059,1.0653335586507733,10
0.003999853134155273,0.001547481654967538,0.002199602127075195,0.00039937602577548267,gini,9,"{'criterion': 'gini', 'max_depth': 9}",-4.79652918121467,-3.4895484883801875,-4.718067631814378,-4.869842831323927,-2.569917325752203,-4.088781091697074,0.9135637034466408,12
0.003999662399291992,0.0008950048819716998,0.0026006698608398438,0.0008001331066771891,gini,10,"{'criterion': 'gini', 'max_depth': 10}",-5.158065859114892,-4.24416339222016,-5.486813697014972,-5.934247074536769,-4.217654915916269,-5.008188987760612,0.6808535082302247,14
0.0032002925872802734,0.00039827990267535485,0.003000783920288086,0.0006314302675445053,entropy,4,"{'criterion': 'entropy', 'max_depth': 4}",-1.2632679229941133,-1.053237423633889,-1.4124582653760915,-1.2442991994727015,-0.863249781289528,-1.1673025185532646,0.19010423500748228,2
0.0032019615173339844,0.0004004396861117919,0.0028004169464111326,0.0007441157050159427,entropy,5,"{'criterion': 'entropy', 'max_depth': 5}",-1.6370985982309076,-1.2307528916826471,-2.5453402586182565,-1.2552953441024937,-1.4193904843723808,-1.6175755154013374,0.4860626586728105,4
0.004397153854370117,0.0017392676819457085,0.0032029151916503906,0.0014686275918617507,entropy,6,"{'criterion': 'entropy', 'max_depth': 6}",-1.6431731599936452,-1.2375781479834278,-2.725356896903852,-1.6355255953266352,-1.4357019686564452,-1.7354671537728013,0.5169411626562905,5
0.0036142349243164064,0.0004891833664866846,0.0031864166259765623,0.000391222597494915,entropy,7,"{'criterion': 'entropy', 'max_depth': 7}",-2.2018942562132517,-1.5930065394167965,-3.2829478450034126,-2.044992049041088,-1.5989216304579446,-2.1443524640264986,0.6182329842845844,7
0.0033934593200683595,0.0004826512738929047,0.0029996395111083984,0.0006324179182488803,entropy,8,"{'criterion': 'entropy', 'max_depth': 8}",-4.258514583953521,-1.404462499185048,-4.012239776968995,-2.793301463464546,-1.78578915260828,-2.850861495236078,1.1454299663901144,9
0.0033968448638916015,0.0004917591951736311,0.002800607681274414,0.0007476045973678448,entropy,9,"{'criterion': 'entropy', 'max_depth': 9}",-4.770055311582849,-2.33100328389591,-4.185914713761,-4.2801628818759845,-2.3465514953097855,-3.582737537285106,1.0348857797984181,11
0.00419774055480957,0.0009811953366682235,0.002400970458984375,0.0004899990934473083,entropy,10,"{'criterion': 'entropy', 'max_depth': 10}",-4.941111210858145,-3.089795460251212,-4.723322890738605,-5.55345089575001,-2.35288810842871,-4.132113713205337,1.2063395643371888,13
