mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_C,param_penalty,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
0.0010009765625,1.395105251152782e-06,0.0,0.0,0.001,l1,"{'C': 0.001, 'penalty': 'l1'}",,,,,,,,8
6.327395439147949,3.1612029490447004,0.0034003257751464844,0.0017452713694162698,0.001,l2,"{'C': 0.001, 'penalty': 'l2'}",-0.6557631784612123,-0.6466093701205416,-0.6497060323760077,-0.6497198773140377,-0.6503324350276157,-0.6504261786598831,0.0029691027073946628,7
0.0007982254028320312,0.00039912423763215017,0.0,0.0,0.01,l1,"{'C': 0.01, 'penalty': 'l1'}",,,,,,,,9
0.00699920654296875,0.002098832394500255,0.004000043869018555,0.0015499121151678094,0.01,l2,"{'C': 0.01, 'penalty': 'l2'}",-0.43231213664242873,-0.42654339898834287,-0.4288376928654377,-0.42879648304538176,-0.42895429453709644,-0.42908880121573756,0.0018458364572788003,6
0.001011037826538086,1.2345939294769153e-05,0.0,0.0,0.1,l1,"{'C': 0.1, 'penalty': 'l1'}",,,,,,,,10
0.007999086380004882,0.0016730565867325593,0.0038005352020263673,0.0011650188029648908,0.1,l2,"{'C': 0.1, 'penalty': 'l2'}",-0.12244423884804555,-0.12098808064924675,-0.1219133711703919,-0.12168164724898814,-0.12166432027001674,-0.1217383316373378,0.0004691505463639348,5
0.002200937271118164,0.0024821853220722027,0.0,0.0,1.0,l1,"{'C': 1.0, 'penalty': 'l1'}",,,,,,,,11
0.017198848724365234,0.015025545367459214,0.003204536437988281,0.0009766149949142979,1.0,l2,"{'C': 1.0, 'penalty': 'l2'}",-0.021778631854257532,-0.021530704908155552,-0.021748627441109832,-0.021658559828482606,-0.02165762069201845,-0.021674828944804794,8.666465036873323e-05,4
0.0009996891021728516,0.0006333932992026763,0.0,0.0,10.0,l1,"{'C': 10.0, 'penalty': 'l1'}",,,,,,,,12
0.010400342941284179,0.0010200949630820965,0.0027996063232421874,0.0003998773751288339,10.0,l2,"{'C': 10.0, 'penalty': 'l2'}",-0.0032396230147531805,-0.003202755878693425,-0.003241147103424128,-0.003221663576870839,-0.0032226363621504018,-0.003225565187178395,1.403199032646889e-05,3
0.002404451370239258,0.003331596932282918,0.0,0.0,100.0,l1,"{'C': 100.0, 'penalty': 'l1'}",,,,,,,,13
0.023600292205810548,0.006410630959044301,0.005004787445068359,0.002100986718599435,100.0,l2,"{'C': 100.0, 'penalty': 'l2'}",-0.00043663807526942057,-0.00043168763739951483,-0.0004375230250001519,-0.0004343865133259128,-0.0004344329111057938,-0.0004349336324201588,2.0345330752640185e-06,2
0.0012083053588867188,0.0007469952766371629,0.0,0.0,1000.0,l1,"{'C': 1000.0, 'penalty': 'l1'}",,,,,,,,14
0.02039227485656738,0.010060253145181925,0.003203296661376953,0.0007517685036786425,1000.0,l2,"{'C': 1000.0, 'penalty': 'l2'}",-5.5526229263022293e-05,-5.459415231233801e-05,-5.5428824543437446e-05,-5.484019424629578e-05,-5.503765179518384e-05,-5.5085410432055474e-05,3.5099883161456015e-07,1
