mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_criterion,param_max_depth,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
0.003995704650878906,1.52587890625e-06,0.004199886322021484,0.0020404935974790562,gini,4,"{'criterion': 'gini', 'max_depth': 4}",-0.871425514496592,-1.62352401121216,-1.128053027665634,-0.8598081714951128,-0.9929629042208346,-1.0951547258180665,0.28147551546942595,2
0.005796623229980469,0.004623279513048144,0.0031993865966796877,0.001600469072167939,gini,5,"{'criterion': 'gini', 'max_depth': 5}",-1.0064548178216042,-1.6337653482034307,-2.1954101040106986,-1.0158832248676486,-1.2909444805926296,-1.4284915950992023,0.44667241470536606,4
0.004203891754150391,0.001161704253962871,0.0027959346771240234,0.00039672928933838443,gini,6,"{'criterion': 'gini', 'max_depth': 6}",-1.459712521733339,-1.9660029505009418,-3.062614040592539,-2.193216853993639,-1.7201888084890624,-2.080347035061904,0.5487374204766003,6
0.004600143432617188,0.0023174368530487145,0.00519413948059082,0.0024866189118570923,gini,7,"{'criterion': 'gini', 'max_depth': 7}",-2.1249769019485805,-2.114338066704864,-3.652517065310318,-2.786080212812801,-2.305122589082918,-2.5966069671718963,0.581520008187945,8
0.0037995338439941405,0.0007469518945191739,0.003400754928588867,0.0007983759512495454,gini,8,"{'criterion': 'gini', 'max_depth': 8}",-5.512808984437449,-3.564515414645395,-3.9498480302276096,-3.3983653173109807,-3.317751879915819,-3.94865792530745,0.8117881266872812,11
0.005199337005615234,0.0007486725238610335,0.004407644271850586,0.0011967371405108996,gini,9,"{'criterion': 'gini', 'max_depth': 9}",-6.845517534770601,-4.748237819023381,-4.08110007875639,-4.1397960918531025,-4.226345470585068,-4.80819939899771,1.045777316060031,13
0.004599285125732422,0.0010188328104794378,0.004604434967041016,0.0022428486367255833,gini,10,"{'criterion': 'gini', 'max_depth': 10}",-8.01728537353988,-6.05789035066788,-4.520524905446341,-5.038748317135842,-4.230157169903854,-5.572921223338759,1.3715688214655901,14
0.003404092788696289,0.0004944140381815327,0.0035951614379882814,0.0007909901979903252,entropy,4,"{'criterion': 'entropy', 'max_depth': 4}",-0.8536140539448454,-1.0022157759676282,-0.9661606043077307,-0.8598081714951128,-1.1372233322931642,-0.9638043876016962,0.10441478773350257,1
0.004200601577758789,0.0011664415144580613,0.005800867080688476,0.0027139376709445005,entropy,5,"{'criterion': 'entropy', 'max_depth': 5}",-0.8564682911005893,-1.6345965323671459,-0.9791019965448964,-1.5944655000455206,-1.2965408242690086,-1.2722346288654323,0.31448944730639744,3
0.0048007965087890625,0.0017214159816892143,0.0027990818023681642,0.00039937653816521926,entropy,6,"{'criterion': 'entropy', 'max_depth': 6}",-1.3045881944020032,-1.7709952952810737,-2.3318029031788945,-2.045005714991883,-1.8801745991877088,-1.8665133414083126,0.33865147324596123,5
0.003999233245849609,0.001096847278630019,0.002600288391113281,0.0004920045357456579,entropy,7,"{'criterion': 'entropy', 'max_depth': 7}",-1.477333888763265,-2.670404296895181,-2.6366176350257016,-2.484651069642564,-2.1480826993665265,-2.2834179179386473,0.4434163647116644,7
0.004399776458740234,0.0004904697730602881,0.0034009456634521485,0.0010218830747301974,entropy,8,"{'criterion': 'entropy', 'max_depth': 8}",-3.1116254661030363,-3.4138019711029974,-3.3626414565102194,-3.243192015776823,-2.8996181682083852,-3.206175815540292,0.18540640553886528,9
0.003999662399291992,0.0006291748293673057,0.0029964447021484375,0.0010962510326702568,entropy,9,"{'criterion': 'entropy', 'max_depth': 9}",-3.693918365354981,-3.863639046690414,-4.082194603447761,-3.3874517722755026,-3.3372990685306156,-3.672900571259855,0.2822955557349661,10
0.0051972389221191405,0.0024821785151022163,0.003399944305419922,0.0013555732475631322,entropy,10,"{'criterion': 'entropy', 'max_depth': 10}",-5.031247776603864,-4.42989276325059,-4.074989174866373,-4.140263165195574,-3.3235559093335483,-4.19998975784999,0.5533848548842905,12
